State,District,Block,Habitation Name,Habitation ID,Facility Name,Address,File Upload Date,Facility Category,Facility Subcategory,Lattitude,Longitude
Nagaland,Phek,Meluri,Akhegow,21718,PHC,Akhegow,2020-07-20 08:43:42.277,Medical ,Primary Health Centre,25.717053333333,94.685425
Nagaland,Phek,Meluri,Akhegow,21718,Village Council,Akhegow,2020-07-20 08:46:01.787,Transport/Admin,Panchayat Headquarter,25.722154999999,94.680186666666
Nagaland,Phek,Meluri,Akhegow,21718,Govt High School,Akhegow,2020-07-20 08:45:43.987,Education ,High School - General,25.72602,94.681276666666
Nagaland,Tuensang,Chare,Alisopur,26023,Alisopur Village Council,Alisopur,2020-07-07 08:03:04.227,Transport/Admin,Panchayat Headquarter,26.31056464,94.65658713
Nagaland,Kohima,Jakhama,Mitelephe,705390,panchayat HQ,mitelephe,2020-07-18 13:49:45.507,Transport/Admin,Panchayat Headquarter,25.61009511,94.14612305
Nagaland,Kohima,Jakhama,Mitelephe,705390,mandi,mitelephe,2020-07-18 13:50:01.510,Agro ,Mandi (Notified),25.62753973,94.18253871
Nagaland,Dimapur,Medziphema,Model village 5th Mile,707797,mandi,Model vill,,Agro ,Mandi (Notified),,
Nagaland,Dimapur,Medziphema,Model village 5th Mile,707797,bus stand,Model vill,2020-07-02 13:50:18.683,Transport/Admin,Bus Stand,25.859313333333,93.768846666666
Nagaland,Dimapur,Medziphema,Model village 5th Mile,707797,Model vill council,Model vill,2020-07-02 13:52:27.090,Transport/Admin,Panchayat Headquarter,25.857548333333,93.769539999999
Nagaland,Dimapur,Medziphema,Model village 5th Mile,707797,Sacret heart school,Model vill,2020-07-02 13:50:49.823,Education ,High School - General,25.859426666666,93.769126666666
Nagaland,Dimapur,Medziphema,Molvum,713327,mandi,Molvum,2020-06-30 16:30:40.807,Agro ,Mandi (Notified),25.735585,93.854689999999
Nagaland,Dimapur,Medziphema,Molvum,713327,Christan school,Molvum,2020-06-30 15:39:51.900,Education ,High School - General,25.734663333333,93.85612
Nagaland,Dimapur,Medziphema,Molvum,713327,GHS,Molvum,2020-06-30 15:34:14.527,Education ,High School - General,25.734958333333,93.855901666666
