State,District,Block,Habitation Name,Habitation ID,Facility Name,Address,File Upload Date,Facility Category,Facility Subcategory,Lattitude,Longitude
Sikkim,East,Gangtok,TADONG.,1113771,Indira Gandhi National open University,5th mile Tadong Gangtok,2020-06-25 15:16:46.487,Education ,Degree College,27.3164331,88.5956972
Sikkim,East,Gangtok,TADONG.,1113771,Sikkim Manipal institute of medical sciences,5th mile Tadong Gangtok,2020-07-15 12:33:01.663,Education ,Degree College,27.3175158,88.5968273
Sikkim,East,Gangtok,TADONG.,1113771,centre refferal hospital cum Sikkim Manipal University degree College,5th mile Tadong Gangtok,2020-06-21 07:34:44.163,Medical ,Bedded Hospital,27.3130127,88.5966512
Sikkim,East,Gangtok,TADONG.,1113771,Shri Ramasamy memorial University Sikkim,5th mile Tadong Gangtok,2020-06-25 15:16:17.807,Education ,Degree College,27.3154741,88.5955311
Sikkim,East,Gangtok,TADONG.,1113771,department of tourism and civil aviation,Tadong Gangtok,2020-06-21 07:32:55.107,Transport/Admin,Block Headquarter,27.3088767,88.5948227
Sikkim,East,Gangtok,TADONG.,1113771,sugam fuelling station,6th mile Tadong Gangtok,2020-06-25 15:18:14.500,Transport/Admin,Fuel Station,27.3082344,88.5881684
Sikkim,East,Gangtok,TADONG.,1113771,Indian Council of Agricultural Research,Lingding road Tadong Gangtok,2020-07-15 12:37:04.360,Transport/Admin,Block Headquarter,27.31945591,88.60284914
Sikkim,East,Gangtok,TADONG.,1113771,Sikkim University,6th mile Tadong Gangtok,2020-06-25 15:19:11.043,Education ,Degree College,27.3072855,88.5886856
Sikkim,East,Pakyong,Machong,1113419,machong sr secondary school,machong,2020-06-06 14:09:32.217,Education ,Higher Secondary School,27.22970961,88.66913947
Sikkim,East,Pakyong,Machong,1113419,PHC,machong,2020-06-06 14:38:28.463,Medical ,Primary Health Centre,27.23540291,88.67056911
Sikkim,East,Pakyong,Tarethang Main,1113521,primary health center,"Tareythang,East Sikkim",2020-06-06 15:54:17.963,Medical ,Primary Health Centre,27.21697738,88.64112861
Sikkim,East,Pakyong,Tarethang Main,1113521,"Govt Secondary School, Tareythang.","Tareythang, East Sikkim",2020-06-06 15:54:28.390,Education ,High School - General,27.215943019266,88.641057952646
